gene_id	Control_12h	Stress_12h	Stress_12_h2
CRv4_Au5_s1_g1834_t1	0.0	0.0	2.745435272232248
Cre01.g043901.v5.5	11.0686	47.3265	5.9440994260587905
Cre01.g043850.v5.5	4.88963	14.7832	4.111957746057569
Cre01.g044000.v5.5	42.0199	6.30399	6.349639507969946
Cre01.g044050.v5.5	67.3842	81.5581	3.074051525712929
Cre01.g044200.v5.5	9.38535	10.0261	0.9526832004721618
Cre01.g044150.v5.5	1.95114	1.19582	2.6311322277618716
Cre01.g044276.v5.5	2.0751	5.79665	0.0
Cre01.g043950.v5.5	0.0	0.0	1.5227688831006159
Cre01.g044300.v5.5	5.21988	1.24723	2.2037148585220936
Cre01.g044450.v5.5	1.18241	6.258	2.596992372129759
Cre01.g044250.v5.5	1.05204	1.63648	5.13617497701456
Cre01.g044350.v5.5	3.485	3.69984	1.7847384803360695
Cre01.g044400.v5.5	32.1323	6.80317	2.825700162039532
Cre01.g044550.v5.5	3.94011	34.5904	5.409716778688459
Cre01.g044100.v5.5	16.3852	30.5334	2.133734482207254
Cre01.g044750.v5.5	0.949785	1.69405	1.4227066436847138
Cre01.g044700.v5.5	3.05823	13.3043	3.5144126640779945
Cre01.g044650.v5.5	14.2436	5.05984	4.2612449557905245
Cre01.g044600.v5.5	21.6486	22.7907	9.420692922938949
CRv4_Au5_s1_g1822_t1	548.59	991.746	0.0
Cre01.g044950.v5.5	0.0	0.0	0.1887022195280748
Cre01.g045000.v5.5	0.0841777	0.241821	0.2887105545600516
Cre01.g045050.v5.5	0.152841	0.331547	0.6702067521583831
Cre01.g045200.v5.5	0.833577	0.460372	1.5434216433488637
Cre01.g045150.v5.5	2.77057	1.40879	2.395002457398438
Cre01.g046600.v5.5	3.08293	0.349299	4.808904986216269
Cre01.g045100.v5.5	4.87086	9.68923	3.5991987545430044
Cre01.g046650.v5.5	0.734078	23.3978	0.7139069255001592
Cre01.g045902.v5.5	19.6318	3.2808	0.8502729653755311
Cre01.g044900.v5.5	0.459656	1.32261	4.035351179403156
Cre01.g046652.v5.5	17.1962	12.4053	3.7722340645077663
Cre01.g045350.v5.5	14.8096	9.63766	1.1625838766693983
Cre01.g045426.v5.5	3.92313	1.69966	1.9780674658000976
Cre01.g045450.v5.5	1.74415	2.41004	3.0443643907907094
Cre01.g045400.v5.5	15.1248	3.35137	2.1609847079834834
Cre01.g045500.v5.5	2.99489	8.69054	1.4933399088135064
Cre01.g045600.v5.5	1.05917	2.93353	0.841024693017984
Cre01.g045601.v5.5	1.90554	1.01614	1.8192553419989492
CRv4_Au5_s1_g1879_t1	2.28943	2.96055	0.8824865451400744
Cre01.g045550.v5.5	3.77592	2.6465	1.7281033658104816
Cre01.g045700.v5.5	0.885399	36.8025	2.293299848691463
CRv4_Au5_s1_g1886_t1	1.84394	3.43072	0.32884909924224487
Cre01.g045752.v5.5	2.46245	1.55827	1.3755177010685817
Cre01.g045825.v5.5	2.87723	4.31288	1.9831158279399244
Cre01.g045650.v5.5	0.348455	0.262556	4.433139732886102
Cre01.g045800.v5.5	12.9438	2.4191	3.5166203466381663
Cre01.g045850.v5.5	0.813642	8.07666	3.3196092641317962
Cre01.g045950.v5.5	39.5182	4.43913	2.585368802606177
Cre01.g046150.v5.5	6.12582	10.007	0.8471061681957818
Cre01.g046501.v5.5	4.40591	0.522437	0.08158614633541716
Cre01.g046052.v5.5	0.8335	0.17786	0.20557393330905302
Cre01.g046500.v5.5	1.60758	0.136821	0.13247616306073312
Cre01.g046324.v5.5	0.71172	0.0852488	1.7912472984004335
Cre01.g046502.v5.5	0.529525	1.47411	7.3853965225452365
Cre01.g046250.v5.5	4.50068	178.15	2.4766046205189802
Cre01.g046850.v5.5	8.27294	4.48192	0.11004272765679525
Cre01.g046950.v5.5	0.0	11.2426	3.357208531939736
Cre01.g046237.v5.5	1.92652	0.290543	2.0497701518163844
Cre01.g047001.v5.5	240.388	4.26828	0.19108630584404673
Cre01.g047218.v5.5	38.2573	0.168266	5.05626270113057
Cre01.g046450.v5.5	6.93871	0.0339841	0.02709586115828975
Cre01.g047200.v5.5	0.195568	3.29268	0.0
Cre01.g047100.v5.5	0.801538	0.0	0.13264158976532892
Cre01.g047229.v5.5	4.96739	0.0987567	2.4823810736102563
Cre01.g047050.v5.5	0.0429939	9.44666	0.5627186639707487
Cre01.g047400.v5.5	5.01751	0.0	0.26942818727244294
Cre01.g047300.v5.5	0.567889	6.57888	3.4639232049252957
Cre01.g047350.v5.5	2.85884	0.302163	0.1633969671685941
Cre01.g047450.v5.5	0.948342	0.363038	2.25656385685017
Cre01.g046800.v5.5	1.40206	25.7804	1.0284559952069572
Cre01.g047500.v5.5	0.226743	1.15472	2.808492141816394
Cre01.g047650.v5.5	14.6716	2.20245	1.3900127668698274
Cre01.g047600.v5.5	6.13763	7.13971	1.1354954692675736
Cre01.g047700.v5.5	2.63661	1.54271	4.92115541972341
Cre01.g047550.v5.5	0.730137	8.875	3.5948829103142206
Cre01.g047265.v5.5	7.60027	115.221	0.45620582116206027
Cre01.g047850.v5.5	0.303779	8.2975	4.430004201111277
Cre01.g047800.v5.5	6.89732	0.664502	3.28689445126716
Cre01.g048000.v5.5	6.85733	10.5302	0.5773916045128132
Cre01.g047950.v5.5	1.50167	20.341	2.1282010022112314
Cre01.g047900.v5.5	3.39658	0.205617	4.468615897827752
CRv4_Au5_s1_g1928_t1	0.438786	3.38081	2.0552199535208517
Cre01.g048102.v5.5	32.1804	3.98728	4.200041313524948
Cre01.g048100.v5.5	3.88038	0.682509	0.9968023320534141
Cre01.g048250.v5.5	4.42303	0.258469	0.23015504572620918
Cre01.g048200.v5.5	0.061917	24.5631	1.441977395904457
Cre01.g048300.v5.5	1.28152	0.553123	0.8375622393848179
Cre01.g048150.v5.5	0.907591	0.020333	0.026902017991544173
Cre01.g048350.v5.5	38.2165	0.893363	3.1008246264995183
Cre01.g048400.v5.5	5.16429	0.0334155	1.1082501095504689
Cre01.g048501.v5.5	3.21394	12.6446	1.3470986706222683
Cre01.g044800.v5.5	1.60238	2.0196	2.02614494477869
Cre01.g044850.v5.5	1.84315	3.90846	2.617535934288305
Cre01.g048550.v5.5	5.35494	4.727	0.0807463369109901
Cre01.g048450.v5.5	0.0	0.0508548	2.1137438326995364
Cre01.g048600.v5.5	331.021	16.5238	4.607146820865641
Cre01.g047750.v5.5	3.63465	3.55058	9.630709423018537
Cre01.g048701.v5.5	4.11456	40.5539	1.183569087926905
Cre01.g048800.v5.5	32.0082	1.05394	9.506142918986864
Cre01.g048750.v5.5	1.23461	27.4985	5.874863346045187
Cre01.g048900.v5.5	18.0833	10.934	1.1279765804886215
Cre01.g049000.v5.5	14.5229	2.73839	5.016179826495833
Cre01.g048650.v5.5	21.4946	16.8424	4.8378827079620175
Cre01.g049100.v5.5	8.30338	30.1412	5.682668799699346
Cre01.g049050.v5.5	3.17267	900.655	4.488302907941677
CRv4_Au5_s1_g1947_t1	0.317062	1238.37	1.8743287762090701
Cre01.g048850.v5.5	4.76784	1.95546	0.4846619961004291
Cre01.g049250.v5.5	4.27783	7.27238	3.037700247608611
Cre01.g049300.v5.5	8.99947	0.312464	2.4891935227389883
Cre01.g049350.v5.5	10.9352	7.61541	2.926750942828993
Cre01.g049200.v5.5	6.53063	4.72774	3.253788121768674
Cre01.g049400.v5.5	0.0	20.6442	4.537755767456972
Cre01.g049450.v5.5	20.5995	7.17563	0.08449034131517748
Cre01.g049117.v5.5	4.89676	0.109436	4.94153360849735
Cre01.g049132.v5.5	21.4259	25.3236	3.1284666328085433
Cre01.g049550.v5.5	7.62716	5.39717	2.856531602497196
CRv4_Au5_s1_g1960_t1	6.9142	10.2988	3.5588920952142633
Cre01.g049750.v5.5	1164.18	27.3134	4.953088267503929
Cre01.g049650.v5.5	1.79952	6.34317	8.717316561135682
CRv4_Au5_s1_g1958_t1	369.051	16.1272	4.579258605814404
Cre01.g050000.v5.5	14.6397	1.68784	2.8337644778736317
Cre01.g049900.v5.5	2.66147	3.62328	2.60735635600966
Cre01.g049950.v5.5	17.6874	14.3644	4.171198819541561
Cre01.g050050.v5.5	16.3221	493.793	2.3927075846750654
Cre01.g050150.v5.5	6.89564	5.40107	6.13785595732803
Cre01.g050200.v5.5	1.22964	1.31828	1.0723528044068318
Cre01.g050300.v5.5	0.609101	68.3111	4.005103513095339
Cre01.g050350.v5.5	15.3428	27.0934	1.2822618665876497
CRv4_Au5_s1_g1969_t1	28.9866	29.9675	3.233927930022021
Cre01.g050316.v5.5	5.95867	1.87669	1.014398144668609
Cre01.g050500.v5.5	2.71211	14.445	3.276405842969959
Cre01.g050600.v5.5	1.82796	1.38073	5.016148619160708
Cre01.g050451.v5.5	22.9745	4.38101	6.297835202150018
Cre01.g050400.v5.5	2.38686	33.842	2.377656850714185
Cre01.g050550.v5.5	0.00114406	82.8387	3.7742628575851227e-07
Cre01.g050616.v5.5	0.833198	3.64694	0.5279731140110938
Cre01.g050624.v5.5	2.86091	1.30126e-05	0.8503209786024608
Cre01.g050800.v5.5	1.94359	0.510798	0.24634606066786044
Cre01.g050750.v5.5	203.299	0.0612146	0.625028227209754
Cre01.g050700.v5.5	0.615477	1.66686	2.951854452422582
Cre01.g050650.v5.5	6.75173	0.0339174	1.2880868315001783
Cre01.g050608.v5.5	48.4224	0.0182842	5.997780149426875
Cre01.g050900.v5.5	2.00605	6.05351	2.2015836795998482
Cre01.g049826.v5.5	3.79887	3.80271	5.429009971977753
Cre01.g051000.v5.5	1.81403	2.49969	1.989527792180127
Cre01.g051137.v5.5	12.4686	0.0	3.6206215977066907
Cre01.g051211.v5.5	0.0	1.08217	0.8618100951023261
Cre01.g051174.v5.5	0.0760712	9.53868	0.1867211286004971
Cre01.g051050.v5.5	0.28171	0.162918	1.0983993442617008
Cre01.g050850.v5.5	12.4449	28.4916	4.63569055380166
Cre01.g051100.v5.5	3.59048	20.2905	2.477166984307085
Cre01.g051350.v5.5	44.5726	4.36228	1.9346599147626624
Cre01.g051250.v5.5	2.75933	4.94662	5.404807774722492
Cre01.g051300.v5.5	51.638	38.4906	5.05848101925728
Cre01.g051400.v5.5	0.183458	17.5533	1.566191677654459
Cre01.g051466.v5.5	1.15309	1.54207	0.14471468525954842
Cre01.g051482.v5.5	159.455	0.192415	4.230402861368868
Cre01.g051450.v5.5	28.748	137.665	8.09765293079622
Cre01.g051625.v5.5	18.5923	38.587	1.6332126388697934
Cre01.g051550.v5.5	5.33423	4.50661	2.312246940466354
Cre01.g051875.v5.5	4.41615	2.98431	0.12457244597035039
Cre01.g051850.v5.5	5.0188	2.97243	0.3305148030209408
Cre01.g051800.v5.5	4.89869	0.0	1.5687569194994975
CRv4_Au5_s1_g1986_t1	0.142571	0.0156804	3.0208310795323325
Cre01.g051700.v5.5	1.46853	7.15087	3.3363947996151126
Cre01.g051500.v5.5	10.8619	343.594	2.858048650963779
Cre01.g051750.v5.5	630.313	8.87368	1.8995391592974211
Cre01.g052050.v5.5	17.2627	22.8304	8.888761510745221
Cre01.g052000.v5.5	0.520662	9.74729	4.40129596501108
Cre01.g051950.v5.5	23.6202	16.2866	3.751153039095189
CRv4_Au5_s1_g2006_t1	2.47285	2.18532	3.8831320156572824
Cre01.g052150.v5.5	95.0218	5.00364	2.974988111991927
Cre01.g052200.v5.5	6.05247	8.25274	3.7731101876475903
Cre01.g052100.v5.5	8.47139	37.2171	7.428954716930897
Cre01.g052250.v5.5	42.57	10.4382	4.577851755160927
Cre01.g052300.v5.5	6.63853	18.5467	5.963379328397951
Cre01.g052350.v5.5	5.65	6.78767	1.0010023247858861
Cre01.g052400.v5.5	7.19096	68.8148	1.4180765792413856
Cre01.g052450.v5.5	1.70127	150.47	7.371367187494979
Cre01.g052500.v5.5	7.15488	2.1508	2.867056294203906
Cre01.g052601.v5.5	148.645	3.02289	1.4793030046190794
Cre01.g052650.v5.5	0.522882	1.17646	0.0
Cre01.g052550.v5.5	0.703122	9.93816	2.7207293737875933
Cre01.g052800.v5.5	0.104562	0.950166	1.6862898503119212
Cre01.g052950.v5.5	0.0	0.368832	3.388458208921403
Cre01.g052850.v5.5	1.22321	0.332826	0.6063939005917427
Cre01.g053050.v5.5	0.601498	2.53792	0.3395752590920069
Cre01.g053200.v5.5	1.90054	0.0	1.6502590678489373
Cre01.g053100.v5.5	0.81195	1.97004	1.178721014193022
CRv4_Au5_s1_g2031_t1	1.21823	0.397171	0.4088705215898518
Cre01.g052750.v5.5	8.10099	1.12057	0.7817365487115936
CRv4_Au5_s1_g2028_t1	0.601071	4.50967	1.8648854036279385
Cre01.g053300.v5.5	3.16727	2.87702	1.1812806895288954
Cre01.g053250.v5.5	4.83185	5.52427	2.889508587329131
Cre01.g053360.v5.5	1.91088	1.14233	1.135134247926753
Cre01.g053350.v5.5	1.3085	20.5997	3.5997105532370957
Cre01.g053288.v5.5	1.78673	4.66735	2.455278554215133
Cre01.g053550.v5.5	5.90065	0.0918557	1.1743936342902008
Cre01.g053500.v5.5	2.52808	13.0434	3.323051516808166
Cre01.g053600.v5.5	0.231999	7.58821	1.9342183075054988
Cre01.g053700.v5.5	11.536	0.0301688	1.3588800800943268
Cre01.g053750.v5.5	2.56704	1.50314	1.3380649442492307
Cre01.g053800.v5.5	2.08513	2.70104	0.37613921476601675
Cre01.g053900.v5.5	1.03609	1.77119	2.1944149000988267
Cre01.g053850.v5.5	5.85319	3.52807	0.7913573364127536
Cre01.g053950.v5.5	10.091	7.62839	4.1051668093530305
Cre01.g054000.v5.5	4.43453	11.0479	1.4201697640985604
Cre01.g054100.v5.5	2.02863	14.9119	0.0
CRv4_Au5_s1_g2037_t1	2.69392	1.05663	4.57666724663679
Cre01.g054250.v5.5	50.3682	0.0	4.418878066761954
Cre01.g054400.v5.5	0.020356	26.9438	2.8957369157561885
Cre01.g054150.v5.5	18.5588	5.12053	4.7901881702920255
Cre01.g054050.v5.5	25.0729	21.6483	6.104380694892487
Cre01.g054300.v5.5	10.6446	5.04561	2.3007211841663104
Cre01.g054350.v5.5	6.0794	21.1537	3.943752580423006
Cre01.g054200.v5.5	8.47094	68.3482	1.071652850084016
Cre01.g054433.v5.5	0.557348	0.778882	2.936766068186509
Cre01.g054550.v5.5	3.7758	0.602394	1.0593622003207377
Cre01.g054600.v5.5	2.15388	1.62512	0.6940136471540412
Cre01.g054700.v5.5	2.60466	2.93848	1.48268826150622
Cre01.g054650.v5.5	6.49825	2.03821	2.941188962982202
Cre01.g054750.v5.5	7.67916	9.03711	1.3187275351453678
Cre01.g054800.v5.5	4.07212	9.27156	0.9713680747763629
Cre01.g054950.v5.5	0.746024	3.84102	2.5618833087635626
CRv4_Au5_s1_g2057_t1	1.2949	1.80205	2.5203116062328323
Cre01.g054900.v5.5	1.19214	100.689	0.46789503814354183
Cre01.g055151.v5.5	11.054	0.4503	2.9596922698293016
Cre01.g055050.v5.5	0.048179	0.157823	2.5007536225520886
Cre01.g055100.v5.5	0.581493	0.529736	0.9064573373278086
Cre01.g055200.v5.5	12.615	1.05518	1.4962526923263568
Cre01.g055300.v5.5	3.82711	5.12032	0.8348859302762978
Cre01.g054850.v5.5	1.7338	0.992113	5.787429852450771
Cre01.g055250.v5.5	3.70021	0.636958	2.2158463059817555
Cre01.g055350.v5.5	0.179565	43.4076	0.34011101801867466
Cre01.g055316.v5.5	0.728198	0.182232	1.338224719989013
Cre01.g055000.v5.5	1.07031	26.2979	5.358136001955349
Cre01.g055404.v5.5	70.887	6.02805	3.7065084505681147
Cre01.g055400.v5.5	1.36309	10.4688	7.376472723242976
Cre01.g055412.v5.5	7.96986	1.89082	0.695844192532607
Cre01.g055416.v5.5	1.28081	0.653499	4.440055216523902
Cre01.g055424.v5.5	0.426997	11.3557	0.5068943713198978
Cre01.g055420.v5.5	1.32696	296.887	4.271746870072553
Cre01.g055428.v5.5	0.0	17.9774	0.0
Cre01.g055440.v5.5	12.5724	0.283979	0.6776029530155045
Cre01.g055436.v5.5	0.692203	0.0323704	0.4073625413087959
Cre01.g055448.v5.5	20.0064	0.375895	0.06599451210405688
Cre01.g055444.v5.5	22.7879	11.7766	3.685828046573984
Cre01.g055432.v5.5	0.0	0.116681	1.8967329724459807
Cre01.g055461.v5.5	11.6114	159.024	3.0904198794795508
Cre01.g055457.v5.5	0.0247266	0.315243	1.9691154850812616
Cre01.g055465.v5.5	1.06746	0.0843233	5.693302949875983
Cre01.g055473.v5.5	3.55482	0.131451	0.13676178785645876
Cre01.g055469.v5.5	3.1473	0.881617	3.0028069162437383
Cre01.g055550.v5.5	58.1715	5.23298	4.306072629254472
Cre01.g055600.v5.5	6.48301	16.8778	2.4609600654468684
Cre01.g055500.v5.5	10.1877	3.82096	4.9503610945507335
Cre01.g056331.v5.5	2.35471	0.0230876	1.3266236311483142
Cre01.g055966.v5.5	0.832758	11.0168	0.5596073220768902
Cre01.g055477.v5.5	0.948824	1.60536	2.7053122290407683
CRv4_Au5_s23_g9903_t1	0.536901	65.5839	0.2683074260349036
Cre01.g057061.v5.5	0.100921	45.4622	0.9728389377026876
Cre01.g056696.v5.5	22.739	0.228537	1.0161682352787313
Cre01.g057426.v5.5	1.41255	3.35888	3.472591745736933
CRv4_Au5_s23_g9893_t1	5.47693	2.13539	3.0919181257272172
Cre01.g058156.v5.5	0.871024	1.26066	2.661428103813431
Cre01.g058521.v5.5	2.7771	9.3445	7.233514226756832
Cre01.g058886.v5.5	5.04183	9.38138	3.6539542567027192
Cre01.g059252.v5.5	13.6566	7.45842	2.89643267757047
Cre01.g059617.v5.5	5.42492	11.7291	3.5490283782075744
Cre01.g059982.v5.5	7.74262	7.57365	0.10364641677691142
Cre01.g060712.v5.5	0.0406995	7.94572	4.988462017441323
Cre01.g057791.v5.5	4.83906	0.132651	3.12782639645666
Cre01.g060347.v5.5	13.2201	17.5115	2.7681673829375217
Cre01.g062902.v5.5	4.60106	17.1656	3.8837478773266394
Cre01.g062172.v5.5	18.4116	39.5906	3.686803041220556
Cre01.g062537.v5.5	3.81695	17.2744	2.871457301389479
Cre01.g061442.v5.5	2.17724	5.4947	1.7909304754379969
Cre01.g061807.v5.5	16.9474	19.2959	1.6677649899318387
Cre01.g063632.v5.5	2.58674	2.92374	2.2094065747607408
Cre01.g063267.v5.5	0.0	16.641	0.0
Cre01.g061077.v5.5	0.353912	118.25	4.744640119985456
Cre01.g065092.v5.5	0.652027	0.0	0.4376134005105189
Cre01.g065457.v5.5	2.74386	1.07843	5.119800206426964
Cre01.g064727.v5.5	150.363	2.73922	2.858434626517992
Cre01.g064362.v5.5	3.49143	26.5084	7.954370819393506
CRv4_Au5_s23_g9861_t1	38.948	3.9515	6.6442846065851215
Cre01.g065822.v5.5	22.5069	27.5878	4.524220427414304
Cre01.g063997.v5.5	223.324	17.7616	7.576756420794462
CRv4_Au5_s23_g9860_t1	598.81	158.921	2.6508013152102254
Cre01.g067282.v5.5	2.09064	3.67074	0.39138280331901654
Cre01.g067647.v5.5	6.267	0.399048	0.0
Cre01.g068012.v5.5	0.101172	0.0	2.9280177790905286
Cre01.g068377.v5.5	0.0	4.5309	4.523837923494878
Cre01.g068742.v5.5	16.3196	33.3446	2.4192395349448073
Cre01.g069107.v5.5	3.80044	5.31536	2.9873827203805425
CRv4_Au5_s23_g9855_t1	7.93905	22.1739	4.038436181656108
Cre01.g070202.v5.5	9.06297	5.50189	4.231002239327311
Cre01.g069837.v5.5	7.97951	10.9004	5.057060301904221
Cre01.g070567.v5.5	0.0	10.9345	0.09738318341711204
Cre01.g071297.v5.5	0.833212	0.0625098	3.509822499678158
Cre10.g417500.v5.5	26.3319	1.04067	0.1537469786948646
Cre01.g066917.v5.5	1.16758	0.0559271	1.377751233592695
CRv4_Au5_s23_g9850_t1	8.82645	1.77377	0.1262086332387716
Cre10.g417426.v5.5	8.01012	0.330312	1.3051650710476435
Cre10.g417450.v5.5	0.261083	15.0324	0.5415723280523747
Cre10.g417550.v5.5	0.407653	10.6833	4.012425648317959
Cre01.g072027.v5.5	9.64821	0.359748	4.216315167629782
Cre10.g417576.v5.5	0.155558	0.432426	0.0
Cre10.g417600.v5.5	1.25791	9.60602	1.477211031198532
Cre01.g070932.v5.5	0.0	0.0	3.5695275477407176
Cre10.g417675.v5.5	4.28374	15.5753	0.10925945018794819
Cre10.g417650.v5.5	0.0231795	0.136378	3.017048902468915
Cre10.g417741.v5.5	1.85996	5.62801	4.0930530480157294
Cre10.g417900.v5.5	0.0	0.0	0.0
Cre10.g417730.v5.5	13.5226	18.8877	3.0565921983826287
Cre10.g417750.v5.5	0.017232	7.11436	0.10163353811613891
Cre10.g417850.v5.5	6.20322	268.512	4.435395237257797
Cre10.g417700.v5.5	5.52791	0.0552921	8.051497179177186
Cre10.g418050.v5.5	4.6427	18.1032	5.041646011280985
Cre10.g417950.v5.5	26.4529	25.277	4.5086504910395755
Cre10.g418100.v5.5	12.7797	15.9583	2.000566146704525
Cre10.g418300.v5.5	18.6976	0.332802	0.9536653009000887
Cre10.g418250.v5.5	1.75639	11.6609	3.952939222023602
Cre10.g418000.v5.5	2.60098	23.4606	4.995498086478671
Cre10.g418200.v5.5	233.024	5.53545	4.5862303128838
Cre10.g418150.v5.5	25.5567	29.303	5.284887935899497
Cre10.g418350.v5.5	6.88965	37.8603	11.882119518947105
Cre10.g418400.v5.5	0.0286199	4548.8	0.0
Cre10.g418626.v5.5	0.0	0.277588	0.9308811268864325
Cre10.g418550.v5.5	1.3152	0.0693509	0.12025942972273782
Cre10.g418600.v5.5	2.22888	3.09891	4.123707576512073
Cre10.g418700.v5.5	4.80076	0.118185	2.3502624364306035
Cre10.g418851.v5.5	1.00289	3.47551	0.8399112281860456
Cre10.g418800.v5.5	1.89494	1.5248	1.3415076152124872
Cre10.g418750.v5.5	0.0	1.55957	1.3175992927564577
Cre10.g418976.v5.5	41.5652	0.0203662	3.243580737560659
Cre10.g418900.v5.5	5.49977	7.89276	0.0033778783580140485
Cre10.g419000.v5.5	0.1394	19.1666	0.017296248278561525
Cre10.g419150.v5.5	0.78176	13.9429	0.745058302039954
Cre10.g419100.v5.5	11.2992	5.9141	3.7933861165286435
CRv4_Au5_s10_g33_t1	0.0	0.0	6.791879173259754
Cre10.g418650.v5.5	4.14408	96.1724	2.8726948239490007
Cre10.g419350.v5.5	39.8959	1.1073	0.49808233047556055
Cre10.g419300.v5.5	43.3033	8.34444	3.123313590214945
Cre10.g419443.v5.5	2.4448	0.0	0.4466892381288067
Cre10.g419400.v5.5	1.32992	0.244986	3.584565705023002
Cre10.g419200.v5.5	2.63302	0.930294	0.876116521639695
Cre10.g418950.v5.5	0.441049	2.58106	1.51674135610583
Cre10.g418500.v5.5	8.85028	8.59368	7.43850910653659
Cre10.g419250.v5.5	5.41715	9.62256	10.126885121019054
Cre10.g419600.v5.5	6.12302	178.619	3.1770184179937018
Cre10.g419500.v5.5	9.11364	13.5661	3.588072962017773
Cre10.g419550.v5.5	7.74453	11.9192	2.9932178436405796
Cre10.g418450.v5.5	32.4117	4.64403	5.5302268425748204
Cre10.g419700.v5.5	7.98046	64.8688	2.772115799910277
Cre10.g419650.v5.5	678.419	10.6484	5.711004747596835
Cre10.g419750.v5.5	0.25108	3.21709	4.93574731521372
Cre10.g419850.v5.5	17.1716	0.215962	3.503412344657644
CRv4_Au5_s10_g48_t1	8.14653	20.3683	0.16590808102735738
Cre10.g419900.v5.5	3.17207	5.36197	2.2761095128614675
Cre10.g420050.v5.5	4.29095	7.41538	3.397253976293245
Cre10.g419950.v5.5	0.0	0.0452811	2.6380831074805147
Cre10.g420000.v5.5	30.2698	14.2949	0.23625013339474937
Cre10.g420226.v5.5	2.60184	0.0	4.237097122529757
Cre10.g419450.v5.5	9.09575	3.40893	1.7395327486609244
Cre10.g420100.v5.5	0.0	2.62479	1.737807882145927
Cre10.g420200.v5.5	1.92709	1463.17	0.0
Cre10.g420150.v5.5	13.0711	1.40694	11.4520404230767
Cre10.g420250.v5.5	0.508913	49.5159	2.9522105406169645
CRv4_Au5_s10_g58_t1	2.29606	0.517149	10.0
Cre10.g420400.v5.5	5.54745	2.81151	0.5853019750108706
Cre10.g420450.v5.5	0.506931	0.516275	2.157076057205388
Cre10.g420537.v5.5	1.76891	5.28658	2.7633180831023614
Cre10.g420551.v5.5	1.59754	0.994176	0.9279480182542331
Cre10.g420550.v5.5	4.6561	1.81863	1.298969106627522
Cre10.g420600.v5.5	2.39294	2.82254	1.4008985582672435
Cre10.g420512.v5.5	0.251561	0.51965	2.287005308821713
Cre10.g420561.v5.5	2.10432	4.84698	3.3594522949945627
Cre10.g420500.v5.5	0.31724	2.61165	0.7685967971748243
Cre10.g420650.v5.5	1.75161	541.199	2.2325748064403563
CRv4_Au5_s10_g65_t1	1.80249	0.412463	0.0
Cre10.g420750.v5.5	0.255767	2.26665	2.595551399456135
Cre10.g420850.v5.5	122.32	8.0398	7.676387308123918
Cre10.g420800.v5.5	0.964675	3.41531	3.6184853494525147
Cre10.g420900.v5.5	8.91306	224.237	2.2178635017022614
Cre10.g421000.v5.5	5.29123	0.592789	0.8649202586626775
Cre10.g421021.v5.5	2.52998	2.13019	1.0096481502592483
Cre10.g421050.v5.5	16.7185	23.4815	1.9500913604860366
Cre10.g421100.v5.5	0.575437	2.9978	3.0977928074161887
Cre10.g421300.v5.5	4.7876	2.15979	1.4086086136221259
Cre10.g420950.v5.5	6.84955	10.1455	4.824487839283452
Cre10.g421350.v5.5	4.51402	1.75519	4.086333702791866
Cre10.g421400.v5.5	4.11067	1.41691	1.0467564553487194
Cre10.g421150.v5.5	1279.94	1.14685	2.0520262999784404
Cre10.g421250.v5.5	1.50641	1.45009	1.7251652721311794
Cre10.g421200.v5.5	3.85391	2.80415	1.3921580305219374
Cre10.g421079.v5.5	14.8793	4.724	3.4637663007090516
Cre10.g421450.v5.5	2.06846	1.64661	1.4428320557898986
Cre10.g421500.v5.5	2.07833	1.97162	2.624269374721835
Cre10.g421550.v5.5	4.1304	3.35374	2.447518366694641
Cre10.g421576.v5.5	16.5319	13.9945	1.4544391346865577
Cre10.g421650.v5.5	9.46108	17.4114	3.6164282772193452
CRv4_Au5_s10_g86_t1	20.7387	34.1905	3.5044424278542143
Cre10.g421800.v5.5	2.29186	82.1455	5.310961712622461
CRv4_Au5_s10_g84_t1	2.42148	2.2879	1.8634825818978098
Cre10.g421750.v5.5	25.3037	20.4561	4.962317654942308
Cre10.g421850.v5.5	21.0941	50.7471	5.653438416890143
Cre10.g422000.v5.5	2.94037	2.39346	2.3757734546875127
Cre10.g422100.v5.5	2.02184	8.27196	2.3127958465389544
Cre10.g422150.v5.5	4.80845	2.87527	3.745065188223464
Cre10.g421900.v5.5	2.14835	7.75468	0.7090020678574316
Cre10.g422050.v5.5	3.28221	0.541152	1.6574662311560746
Cre10.g421950.v5.5	10.0012	5.26776	2.8265159468419583
Cre10.g422201.v5.5	1.88042	2.5408	0.0
Cre10.g422326.v5.5	0.126593	0.0	0.49730987247792413
Cre10.g422350.v5.5	2.51219	0.140987	1.9408846298340026
Cre10.g422400.v5.5	0.22631	12.7179	2.286810193828252
Cre10.g422419.v5.5	0.234835	0.27064	0.6024977383825699
Cre10.g422300.v5.5	0.49051	3.66498	0.5480252129931583
Cre10.g422500.v5.5	4.39556	0.352233	0.31625350584987005
CRv4_Au5_s10_g101_t1	2.56576	7.3714	3.8059115051879355
Cre10.g422250.v5.5	5.82414	0.682314	1.9161823428505782
Cre10.g422550.v5.5	1.26637	6.37037	2.731850116602504
Cre10.g422650.v5.5	39.423	6.63953	0.6857616781607888
Cre10.g422700.v5.5	4.67651	0.851691	2.5767107764057484
Cre10.g422718.v5.5	10.2394	7.47105	2.3523206791790305
Cre10.g422750.v5.5	2.39662	3.6924	2.1199304844453812
