gene_id	Control_12h	Stress_12h	Stress_12_h2
Cre01.g003500.v5.5	4.0805	969.681	2.2223223458754724
Cre01.g003463.v5.5	0.299376	3.74068	0.1649008140593596
Cre01.g003376.v5.5	3.0938	4.85016	2.9491426907569602
Cre01.g003487.v5.5	1.43965	9.69893	1.4072385275953776
Cre01.g003516.v5.5	4.42002	2.1398	3.6183796286790537
Cre01.g003450.v5.5	5.00016	66.2462	3.941632197654482
Cre01.g003532.v5.5	0.0548161	11.9247	2.3634991162450403
Cre01.g003541.v5.5	1.30915	13.1311	0.10191990071572986
Cre01.g003524.v5.5	3.68171	0.154301	3.978149858173823
Cre01.g003550.v5.5	10.3786	1.35764	1.3512495153937143
Cre01.g000017.v5.5	8.69858	8.88416	3.097438876460215
Cre01.g003600.v5.5	8.277	2.26275	2.8390848396023536
Cre01.g003700.v5.5	1.51573	12.498	3.2549613211896093
Cre01.g003650.v5.5	2.15441	12.915	1.44545127272021
Cre01.g003751.v5.5	2.08057	4.13669	2.265622922101202
Cre01.g003850.v5.5	4.65308	3.75436	4.014765902681932
Cre01.g003826.v5.5	0.0835039	12.6903	2.7571640944731275
Cre01.g003800.v5.5	13.7401	5.31356	2.835911950715697
Cre01.g004000.v5.5	25.1066	12.8254	0.6839263690160358
Cre01.g003950.v5.5	1.32864	0.52786	4.341217243445063
Cre01.g004050.v5.5	3.77129	0.305477	0.14067134930390862
Cre01.g004157.v5.5	5.8696	1.81025	1.1222486267266478
Cre01.g004200.v5.5	25.8679	3.86325	2.377168181786262
Cre01.g004250.v5.5	5.48832	29.3084	5.148372856938297
Cre01.g004400.v5.5	20.513	4.46969	3.5513314392912942
Cre01.g004450.v5.5	21.8142	23.1392	3.205514505027377
Cre01.g004350.v5.5	45.9168	12.8852	4.93717487494122
Cre01.g004550.v5.5	9.74996	69.1332	3.4856844282852713
Cre01.g004700.v5.5	13.9468	3.8257	6.472811041900727
Cre01.g004651.v5.5	45.6007	9.73396	6.804698950384002
Cre01.g004750.v5.5	5.15082	1.38547	0.8426699513964913
Cre01.g004124.v5.5	12.6907	1.6339	3.0161147361468
Cre01.g004600.v5.5	1.41338	15.6234	1.7794530474676622
CRv4_Au5_s1_g1056_t1	0.9317	6.97732	2.9191741582035458
CRv4_Au5_s1_g1060_t1	0.736252	112.767	3.616722324318789
Cre01.g004926.v5.5	12.4277	0.919425	2.1503062078844857
Cre01.g004900.v5.5	9.84478	1.67636	1.0871505063993199
Cre01.g004850.v5.5	10.7901	8.10296	0.42106545268253004
Cre01.g004950.v5.5	33.124	24.0222	3.6491555626486485
Cre01.g005001.v5.5	29.8957	9.14117	5.65630472307516
Cre01.g004800.v5.5	1.60974	3.88721	4.754641688734764
Cre01.g005126.v5.5	2.39569	82.373	2.022254168573947
Cre01.g005100.v5.5	0.0	3.69822	1.788385030822528
CRv4_Au5_s1_g1073_t2	0.0	3.91855	0.0
Cre01.g005200.v5.5	0.0	19.1962	0.0
Cre01.g005350.v5.5	0.161201	0.0496229	0.0
Cre01.g005300.v5.5	1.94367	0.0	1.809982355027251
Cre01.g005400.v5.5	61.1298	0.0	0.21989646206466038
Cre01.g005250.v5.5	2.23059	0.0	1.9125540652331097
Cre01.g005534.v5.5	0.454166	3.24593	4.909715510375653
Cre01.g005500.v5.5	9.97934	3.39135	0.253546408845451
Cre01.g005543.v5.5	32.3614	30.2704	4.700101199976854
Cre01.g005050.v5.5	5.44227	0.710391	2.294438424825996
Cre01.g005550.v5.5	1.35195	81.7538	1.1135404871445753
Cre01.g005651.v5.5	0.241181	9.46339	0.03475521620967343
Cre01.g005450.v5.5	2.25876	1.60089	0.02095144796463329
Cre01.g005600.v5.5	0.159916	0.0	2.947138724036346
Cre01.g005750.v5.5	2.1337	0.0259138	1.3577546714417112
Cre01.g005701.v5.5	98.2049	1.66564	1.0233973079277805
Cre01.g005813.v5.5	10.1706	0.518998	4.234125729511511
Cre01.g005900.v5.5	3.87678	2.00722	1.95755062965168
Cre01.g006000.v5.5	18.3361	12.3716	6.578165849357281
Cre01.g005850.v5.5	1.66404	2.40853	1.632756787534059
Cre01.g005950.v5.5	6.79456	20.7995	4.947600705763175
CRv4_Au5_s1_g1092_t1	0.254997	6.66255	2.702050198301327
Cre01.g006050.v5.5	3.3884	7.12336	2.8509853976072894
Cre01.g006150.v5.5	0.122832	7.07412	0.06059501947513261
Cre01.g006202.v5.5	0.589318	0.633378	0.6299431385333721
Cre01.g006250.v5.5	0.0	0.124914	2.789785581101955
Cre01.g006550.v5.5	6.02743	0.0	0.6279037506316137
Cre01.g006576.v5.5	0.0330588	0.161826	0.16073435502711164
Cre01.g006500.v5.5	0.179444	0.200292	0.0
Cre01.g006352.v5.5	0.0886213	0.00603112	0.15123407633494754
Cre01.g006402.v5.5	0.320096	8.4744	0.039183323855797945
Cre01.g006600.v5.5	1500.35	0.157555	0.33648449410622105
Cre01.g006614.v5.5	0.198099	0.304221	0.16627067932494613
Cre01.g006642.v5.5	0.315681	0.0925619	3.0200861075841194
Cre01.g006450.v5.5	0.037079	0.216053	0.19756223003109377
Cre01.g006656.v5.5	0.101219	0.136534	0.38843423716612696
Cre01.g006628.v5.5	0.0	0.593054	0.0
Cre01.g006700.v5.5	0.209636	0.267466	0.0
Cre01.g006301.v5.5	0.601977	0.0	0.5177221665820622
Cre01.g006670.v5.5	0.176512	1.06828	0.2343835947867414
Cre01.g006733.v5.5	0.187274	1.83959	0.2549180990675712
Cre01.g006800.v5.5	0.251242	0.0440127	0.20142810564003302
Cre01.g006766.v5.5	3.83606	11.0141	1.8293990277620726
Cre01.g006876.v5.5	0.696801	0.310338	0.4230499376514914
Cre01.g006850.v5.5	10.6423	0.736291	3.796151255149488
Cre01.g006900.v5.5	0.427656	1.09635	0.9416765136330821
Cre01.g007000.v5.5	3.77907	5.06781	2.3120813563667606
Cre01.g007050.v5.5	7.07899	17.2753	3.839485999522717
CRv4_Au5_s1_g1108_t1	41.0708	87.2432	6.104661648979885
Cre01.g007150.v5.5	2.49022	2.66297	1.3374827543695909
Cre01.g007100.v5.5	2.22921	0.809244	1.7598503764619553
Cre01.g007350.v5.5	3.3628	0.0	0.916448363516015
Cre01.g007200.v5.5	0.0	0.544015	1.859810564801295
Cre01.g007251.v5.5	2.58979	2.30381	0.0
Cre01.g007450.v5.5	7.75637	1.65444	2.3002555383986056
Cre01.g007300.v5.5	1.37108	3.2434	1.540994364346011
Cre01.g007400.v5.5	4.9185	2.15474	1.7304791041131709
Cre01.g007550.v5.5	13.4461	14.62	1.135718724505082
Cre01.g007500.v5.5	158.341	2.29891	7.484806785923331
Cre01.g007600.v5.5	1.69494	4.68467	3.7992220342335736
Cre01.g007651.v5.5	1.19685	408.184	4.379593238979181
Cre01.g007700.v5.5	18.8666	8.66349	2.617296131641015
Cre01.g007051.v5.5	18.655	16.2218	4.379905092879045
CRv4_Au5_s1_g1126_t1	1.75614	17.6816	3.3366561549551865
Cre01.g007811.v5.5	11.6517	0.626785	0.9021654456619808
Cre01.g007774.v5.5	10.8116	27.3898	4.862396836683085
Cre01.g007850.v5.5	4.22301	4.00368	1.0307527575189113
Cre01.g007950.v5.5	1.23129	88.152	6.769004707007167
Cre01.g008051.v5.5	1.37563	1.33468	1.1990598054953354
Cre01.g008000.v5.5	86.921	1.29818	0.7729379606334317
Cre01.g008250.v5.5	0.621642	19.4922	0.04879599339148429
Cre01.g008200.v5.5	10.5247	1.74164	0.44597560503096983
Cre01.g008300.v5.5	0.152017	0.050551	0.9400321553251504
Cre01.g008150.v5.5	1.87135	0.16742	3.0241529865103702
Cre01.g008500.v5.5	7.71489	3.48186	1.6410604250011835
Cre01.g008450.v5.5	0.846918	1.2436	1.4771177538369384
Cre01.g008350.v5.5	0.352227	6.98276	4.769041745519764
Cre01.g008402.v5.5	2.66018	1.30581	0.8007760945530887
Cre01.g008600.v5.5	1.86312	2.17408	1.4641193112016304
Cre01.g008550.v5.5	1.08579	22.7795	1.5414107594582336
Cre01.g008750.v5.5	15.9397	5.5353	3.5360653372128166
Cre01.g008700.v5.5	9.29177	2.10262	4.9142583488236715
Cre01.g008100.v5.5	2.56861	2.74855	2.2474748917948095
Cre01.g008900.v5.5	0.322344	0.280664	0.2719574747468403
Cre01.g008891.v5.5	4.34926	5.16774	3.3923503982885475
Cre01.g008850.v5.5	12.1203	0.0	3.6385256949785303
Cre01.g009000.v5.5	0.0	0.724093	0.0
Cre01.g007901.v5.5	0.642704	5.91591	0.43505780326208665
Cre01.g008800.v5.5	2.96504	11.3674	2.601078425759108
Cre01.g008950.v5.5	13.494	0.273472	3.1075673607513656
Cre01.g008976.v5.5	0.0260331	0.0	0.056032979685569154
Cre01.g009050.v5.5	0.0	9.1454	0.0
Cre01.g009025.v5.5	0.966495	1.32224	2.0600785206369703
Cre01.g008650.v5.5	0.565734	9.74882	0.5896053090901856
Cre01.g009200.v5.5	7.9491	1.59395	1.8856953973085935
Cre01.g009150.v5.5	4.52342	0.0834945	1.7395068260849924
Cre01.g009250.v5.5	7.43504	8.14488	3.1199570364836244
Cre01.g009101.v5.5	0.196855	25.6694	3.291615344706607
Cre01.g009325.v5.5	1.47887	0.0	0.028512716257520162
Cre01.g009400.v5.5	6.62838	0.106371	0.014154287272824412
CRv4_Au5_s1_g1160_t1	0.0325988	1.16452	0.2922893823399893
Cre01.g009450.v5.5	0.785431	2.35809	1.616098873300952
Cre01.g009300.v5.5	7.35403	1.01698	3.250934295427925
Cre01.g009650.v5.5	3.18557	4.53481	3.1232192161801935
Cre01.g009575.v5.5	1.76469	7.00111	0.7768131563587353
Cre01.g009550.v5.5	0.949903	15.7123	0.9435650615705936
Cre01.g009601.v5.5	6.30909	1.80989	1.7415575901978686
Cre01.g009500.v5.5	3.46493	1.45294	1.5030128305538144
Cre01.g009676.v5.5	1.6133	1.54326	2.6580652060570618
Cre01.g009731.v5.5	0.0709253	4.01518	0.709040899922008
Cre01.g009700.v5.5	1.97876	0.906891	0.1925527425050135
Cre01.g009765.v5.5	0.78802	0.151176	1.443866525336957
Cre01.g009800.v5.5	19.9465	20.4959	4.393011123588504
Cre01.g009850.v5.5	4.26332	13.2542	4.161815142813772
Cre01.g009950.v5.5	11.3997	10.274	4.847175137880873
Cre01.g010000.v5.5	13.7617	20.3619	4.855630971626147
Cre01.g009900.v5.5	30.4618	37.3722	3.313363410678147
Cre01.g010100.v5.5	10.0945	3.83117	3.2251191128592716
Cre01.g010150.v5.5	1.07475	1.84006	4.405502304553539
Cre01.g010201.v5.5	2.71678	17.7195	2.247790830596738
Cre01.g010050.v5.5	5.63718	0.149586	0.7162543285311865
Cre01.g010296.v5.5	2.4258	0.0759435	0.42413094130658024
Cre01.g010300.v5.5	4.84842	6.75134	1.445604884749125
Cre01.g010350.v5.5	1.61381	10.9519	2.830993522500423
Cre01.g010250.v5.5	5.22203	3.11266	1.5616682852997492
Cre01.g010500.v5.5	6.06095	0.5725	0.5634139358790757
Cre01.g010450.v5.5	37.1274	18.1314	2.8103608380619
Cre01.g010550.v5.5	0.630494	1.18428	0.8574268938376131
Cre01.g010650.v5.5	0.600982	14.9364	4.202237471391256
Cre01.g010700.v5.5	5.22929	19.8894	5.524618500019733
Cre01.g010800.v5.5	1.40865	1.02814	0.5219321704073215
Cre01.g010816.v5.5	1.6188	0.38513	2.517245452996599
Cre01.g010848.v5.5	0.262026	4.71037	1.2542372553840133
Cre01.g010750.v5.5	0.580081	4.50487	2.8801839717878974
Cre01.g010832.v5.5	2.68748	1.34545	3.1622003667440945
Cre01.g010864.v5.5	2.28115	2.36632	1.5839041362434145
Cre01.g010880.v5.5	10.1914	369.893	1.7643758817972321
Cre01.g010400.v5.5	178.464	11.4027	8.550069521567043
Cre01.g010950.v5.5	5.05335	7.70338	2.7249099771155074
Cre01.g011050.v5.5	3.0991	32.8348	4.344885294896738
Cre01.g011300.v5.5	0.0527557	0.0	6.44677398507759
Cre01.g011150.v5.5	11.836	0.0263425	0.0
Cre01.g011250.v5.5	0.539235	100.832	3.378769620642733
Cre01.g011200.v5.5	2.30843	7.45858	0.4715318968570064
Cre01.g011376.v5.5	6.63324	4.53052	3.3492973311728145
Cre01.g011000.v5.5	0.117462	0.286351	2.706439932309223
Cre01.g011350.v5.5	5.72707	32.8954	0.5049589728984734
CRv4_Au5_s1_g1194_t1	73.9847	15.8995	3.9097443075460463
Cre01.g011400.v5.5	1.01492	2.25065	2.273706843936276
Cre01.g011550.v5.5	14.5971	0.771547	1.2800476642003997
Cre01.g011500.v5.5	0.243054	29.0137	4.520271370567629
Cre01.g011630.v5.5	36.2339	1.1549	5.29459134334271
Cre01.g011450.v5.5	0.147701	0.514532	0.14048812467248945
Cre01.g011660.v5.5	1.17611	0.0226129	0.18465734562948424
Cre01.g011800.v5.5	0.0427677	0.0327796	0.07779371614106778
Cre01.g011750.v5.5	0.507768	9.96962	1.089294749042461
Cre01.g011600.v5.5	11.313	2.31707	1.0552859066429767
CRv4_Au5_s1_g1213_t1	2.08494	1.4095	0.0
CRv4_Au5_s1_g1214_t1	2.24703	2.31906	1.6632717426378354
Cre01.g012150.v5.5	0.0	24.4406	3.398964589040053
Cre01.g012000.v5.5	0.0723683	0.0	0.0
Cre01.g011901.v5.5	5.3075	0.0193616	0.0
Cre01.g011850.v5.5	3.49974	7.41206	1.722846321217684
Cre01.g011950.v5.5	18.3969	5.47664	3.825907712147393
Cre01.g012175.v5.5	1.42144	3.25234	1.813179878868082
CRv4_Au5_s1_g1215_t1	4.70239	2.60587	2.417822816998106
Cre01.g012222.v5.5	0.0	0.0	0.0
Cre01.g012244.v5.5	25.2617	30.4944	4.987243544135634
Cre01.g012300.v5.5	2.72207	18.9544	4.5165258009287
Cre01.g012400.v5.5	2.31528	6.6979	2.4248173076709487
Cre01.g012450.v5.5	23.0914	12.2772	4.357411247016051
Cre01.g012350.v5.5	3.74032	0.0	4.609778597218698
CRv4_Au5_s1_g1224_t1	1.7949	7.54965	3.1831609383931454
Cre01.g012650.v5.5	0.173617	0.737538	0.03950270738182601
Cre01.g012550.v5.5	22.6994	1.56863	5.610939192402045
Cre01.g012500.v5.5	0.122745	0.0570752	0.09154833051043898
Cre01.g012700.v5.5	7.11967	0.138654	1.5016888085246212
Cre01.g012750.v5.5	0.381639	2.42549	1.1338133783595699
Cre01.g012850.v5.5	3.06081	3.32189	2.4471983065192275
Cre01.g013000.v5.5	1.59704	77.4661	0.48996725575221695
Cre01.g012900.v5.5	0.240493	930.075	2.2872624655471014
Cre01.g012800.v5.5	7.7566	5.04018	0.5624959498721176
Cre01.g012950.v5.5	0.347731	0.45658	2.171200421120434
Cre01.g013100.v5.5	5.96731	1.03104	0.392907570430658
Cre01.g013050.v5.5	13.8515	0.208005	1.7685146508861747
Cre01.g013150.v5.5	5.18821	4.598	2.3433879229186334
Cre01.g013200.v5.5	2.9007	14.6533	3.7218319737044956
Cre01.g013250.v5.5	31.7728	18.6911	1.7233750730692097
Cre01.g013300.v5.5	12.2802	2.54538	4.6531288244481654
Cre01.g013350.v5.5	0.509666	24.8825	3.697907231546794
Cre01.g013450.v5.5	2.03609	12.9142	1.4625549489201364
Cre01.g013400.v5.5	2.21059	0.595711	0.49198133018966655
Cre01.g013500.v5.5	6.13407	1.37097	1.3890325853102514
Cre01.g013550.v5.5	88.6543	2.74661	2.773500577175022
Cre01.g013650.v5.5	2.03445	5.25918	6.142781008693944
Cre01.g013750.v5.5	16.5927	84.8426	10.61832125868265
CRv4_Au5_s1_g1248_t1	15.6997	0.820004	0.8791466136111158
Cre01.g013769.v5.5	0.181265	1.87589	5.012425648317959
Cre01.g012200.v5.5	1.60977	1.51929	1.7831129649334307
Cre01.g013850.v5.5	2.13847	5.40897	1.6318120656074817
CRv4_Au5_s1_g1248_t1	2.55546	23.356	1.9738243121444532
Cre01.g013700.v5.5	4.92279	3.38247	2.8945422913685332
Cre01.g013600.v5.5	0.283717	45.6677	2.9268989241992456
Cre01.g013900.v5.5	3.10173	6.64	4.275230588296364
Cre01.g014000.v5.5	0.940209	12.1003	5.800563447497752
Cre01.g014100.v5.5	31.3849	5.32751	6.040982267607773
Cre01.g014200.v5.5	3.39702	5.08859	4.728687873063416
Cre01.g014150.v5.5	16.2967	0.445039	1.9646684768898233
Cre01.g014250.v5.5	0.783463	38.993	2.250385592903871
Cre01.g014050.v5.5	2.4739	25.1754	0.4563698585369579
Cre01.g014300.v5.5	18.1048	0.63967	1.2423281162795234
Cre01.g014400.v5.5	28.527	12.3534	4.16100083748324
Cre01.g014350.v5.5	0.064786	2.63907	1.3468150942005417
CRv4_Au5_s1_g1265_t1	1.5694	58.5763	5.653968582953909
Cre01.g014700.v5.5	8.26679	0.0	0.07896704875828044
Cre01.g014751.v5.5	0.0420699	2.99054	1.5681002236709212
Cre01.g014600.v5.5	0.13808	6.34331	0.0
Cre01.g014800.v5.5	5.08411	0.0	0.0
Cre01.g014500.v5.5	0.0	0.0	0.0
Cre01.g014450.v5.5	7.31836	0.209984	3.2504310734202773
Cre01.g014850.v5.5	3.23187	6.18854	2.030343141732081
Cre01.g014900.v5.5	146.258	8.55911	2.872537236750634
CRv4_Au5_s1_g1272_t1	5.78315	2.66192	3.285298637038382
CRv4_Au5_s1_g1191_t1	30.0552	20.1037	3.3531327073123944
Cre01.g014950.v5.5	2.45565	7.94181	4.756825822805778
Cre01.g015100.v5.5	6.01716	7.01829	3.0867515021210137
Cre01.g015050.v5.5	4.56677	3.6749	1.9451806741665334
Cre01.g015250.v5.5	0.879375	0.882706	0.9125931522643183
Cre01.g015200.v5.5	1.42673	1.80155	2.1468474383280474
Cre01.g015150.v5.5	4.75947	3.91963	1.635666178747416
Cre01.g015300.v5.5	7.30275	1.41252	1.3379279795300558
Cre01.g015103.v5.5	0.859338	6.33768	2.9349787692907863
Cre01.g015451.v5.5	12.673	0.639299	0.4651323637963361
Cre01.g015550.v5.5	1.43759	0.505837	4.383980710550462
Cre01.g015700.v5.5	27.553	30.5055	0.9087967709804021
Cre01.g015500.v5.5	5.40662	7.60686	4.99710268573305
CRv4_Au5_s1_g1280_t1	6.8458	1.24142	1.6392321632492772
Cre01.g015650.v5.5	2.37539	8.93743	4.274179645254247
Cre01.g015750.v5.5	12.5976	56.9799	3.3368432163166584
Cre01.g015600.v5.5	14.9915	6.81565	3.816988741454873
Cre01.g015850.v5.5	0.928636	21.4827	4.439729507463594
Cre01.g016001.v5.5	236.679	0.675997	0.6641642289934816
Cre01.g015950.v5.5	45.986	24.5633	4.600305439785336
Cre01.g016100.v5.5	1208.96	0.0	8.277217646870834
Cre01.g016150.v5.5	0.0316425	4.77231	0.0
Cre01.g016200.v5.5	1.38913	0.987585	0.7452889712965128
Cre01.g016250.v5.5	0.75474	2.22893	2.1371690420376686
CRv4_Au5_s1_g1279_t1	1.56193	6.9685	1.4176662180247022
Cre01.g016300.v5.5	6.7706	41.6353	5.115054057302105
Cre01.g016350.v5.5	42.0191	1.43088	3.475370279995865
Cre01.g016050.v5.5	0.985526	251.665	1.4294017197966138
Cre01.g016450.v5.5	49.3936	22.6205	4.6879229113668215
Cre01.g016400.v5.5	21.3058	37.4211	5.358304824603492
CRv4_Au5_s1_g1301_t1	0.0786255	14.5146	0.0
CRv4_Au5_s1_g1301_t1	0.0	0.0	4.927645239883462
Cre01.g016542.v5.5	8.61007	27.4733	4.420313963322494
Cre01.g016651.v5.5	0.0	0.0	6.530117574103495
Cre01.g016528.v5.5	0.0	33.3353	0.0
CRv4_Au5_s1_g1303_t1	2.47444	43.3003	0.0
Cre01.g016570.v5.5	0.506281	0.464001	0.5978991605224007
CRv4_Au5_s1_g1306_t1	24.3104	0.0813131	0.0
Cre01.g016700.v5.5	37.3285	0.0420609	1.1787401330768454
Cre01.g016800.v5.5	2.7759	0.547482	1.8786664947990275
Cre01.g016556.v5.5	78.8192	4.58857	5.529717893202398
Cre01.g016900.v5.5	33.3442	5.95926	4.300343407594724
Cre01.g016950.v5.5	48.2447	16.8142	1.4067325717341204
Cre01.g016850.v5.5	8.53779	1.52334	2.5599640686295153
Cre01.g017050.v5.5	2.28273	2.19442	0.6802811428664168
Cre01.g017100.v5.5	1.48229	9.53245	3.4794892709785508
Cre01.g017200.v5.5	7.54191	1.63049	1.233378856000765
Cre01.g017150.v5.5	0.895888	0.679289	1.3695502371000448
Cre01.g017250.v5.5	1.22581	149.722	7.417194293331617
Cre01.g017350.v5.5	0.565839	2.08775	1.3844864185305488
Cre01.g017450.v5.5	3.10191	0.282342	0.833885079881323
Cre01.g017400.v5.5	3.89446	2.98654	1.5879265964871792
Cre01.g017500.v5.5	1.00641	2.19516	3.7267985271974657
Cre01.g017550.v5.5	3.92607	24.05	1.8397097136380007
Cre01.g017650.v5.5	8.95092	7.15278	2.8021104793699214
Cre01.g017600.v5.5	205.09	5.61059	2.97906684226
Cre01.g017300.v5.5	8.23148	256.762	9.157685461553932
Cre01.g017850.v5.5	4.16927	7.29972	4.150811476369775
Cre01.g017900.v5.5	4.30915	3.02463	2.157958851889313
Cre01.g018050.v5.5	1.20633	3.20775	2.7210029146600165
Cre01.g018000.v5.5	3.4081	7.93144	2.2999831098750643
Cre01.g018075.v5.5	3.20871	3.55814	2.658200055419085
Cre01.g017951.v5.5	3.75514	4.82474	0.0
Cre01.g018100.v5.5	5.24416	3.37503	2.50303064564116
Cre01.g017750.v5.5	8.29075	0.0	2.2885268914056183
Cre01.g018184.v5.5	0.181826	12.3871	4.7528021028420495
Cre01.g018150.v5.5	15.0468	18.9694	3.5871489305759967
Cre01.g018200.v5.5	7.57313	11.5751	1.9033236949061116
Cre01.g018450.v5.5	11.6469	16.7211	2.0930090885143353
Cre01.g018350.v5.5	2.74302	13.9591	2.9115171058756104
CRv4_Au5_s1_g1339_t1	10.0532	3.50196	4.117670111088417
CRv4_Au5_s1_g1337_t1	3.88433	2.855	3.980719967082117
Cre01.g018600.v5.5	17.3366	5.73664	4.487653556451838
Cre01.g018550.v5.5	3.65595	20.8974	3.310502996341697
Cre01.g018700.v5.5	4.17513	2.66904	1.8116231014792654
Cre01.g018750.v5.5	5.77263	2.84771	2.0683646998640226
Cre01.g018650.v5.5	30.7921	40.7428	5.133099046524765
Cre01.g018850.v5.5	1.04048	5.47659	1.649702822811074
CRv4_Au5_s1_g1345_t1	3.18316	8.46476	2.228692497250706
Cre01.g019150.v5.5	2.63703	6.5983	2.3086200779856205
Cre01.g019100.v5.5	6.97336	0.188545	0.21428150337298144
Cre01.g019051.v5.5	0.176577	0.104616	0.23530307186552388
Cre01.g019000.v5.5	2.8905	20.3143	2.213344170797384
Cre01.g018950.v5.5	0.924844	4.00511	5.187027368413537
Cre01.g018900.v5.5	4.95918	7.53016	3.935544609723545
